net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_shortterm_liabilities,cash_flow_to_operating_expenses,retained_earnings_to_total_assets,ebit_to_total_assets,equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,gross_profit_plus_other_to_total_assets,gross_profit_to_shortterm_liabilities,gross_profit_plus_dep_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_to_gross_profit_dep,gross_profit_dep_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_to_sales_days,sales_growth,operating_profit_to_total_assets,net_profit_to_sales,gross_profit_3yr_to_total_assets,equity_minus_capital_to_total_assets,net_profit_dep_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,liabilities_minus_cash_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_to_cogs_days,operating_expenses_to_shortterm_liabilities,operating_expenses_to_total_liabilities,profit_on_sales_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventory_to_longterm_liabilities,constant_capital_to_total_assets,profit_on_sales_to_sales,current_assets_minus_inventory_receivables_to_shortterm_liabilities,liabilities_to_operating_profit_dep,operating_profit_to_sales,receivables_inventory_turnover_days,receivables_to_sales_days,net_profit_to_inventory,current_assets_minus_inventory_to_shortterm_liabilities,inventory_to_cogs_days,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,shortterm_liabilities_to_total_assets,shortterm_liabilities_to_cogs_days,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital,sales_minus_cogs_to_sales,current_minus_inventory_minus_stli_to_salesminusprofitminusdep,total_costs_to_total_sales,longterm_liabilities_to_equity,sales_to_inventory,sales_to_receivables,shortterm_liabilities_to_sales_days,sales_to_shortterm_liabilities,sales_to_fixed_assets,bankrupt
0.0024859,0.80367,-0.12035,0.79517,-128.64,0.012657,0.0059466,0.2443,1.0414,0.19633,0.0059466,0.010121,0.037487,0.0059466,7891.8,0.04625,1.2443,0.0059466,0.0059973,59.781,1.0791,0.05241,0.0025071,0.017301,0.19633,0.041944,0.55047,-0.22588,5.8593,0.80817,0.0059973,225.25,1.6204,0.065214,0.05241,1.014,1.4104,0.41245,0.052857,0.08277,0.31592,0.052857,154.08,94.302,0.015307,0.51878,62.258,0.021187,0.021368,0.58135,0.58755,0.61712,0.3685,0.77412,-87043.0,0.039789,0.012662,0.96021,1.1007,6.1056,3.8706,216.28,1.6876,1.861,0
0.026519,0.21718,0.49971,3.7664,55.731,0.72216,0.034096,3.5505,1.0039,0.7711,0.034096,0.18875,0.1173,0.034096,547.35,0.66685,4.6044,0.034096,0.027615,90.292,1.0252,0.013523,0.021478,0.85149,0.7711,0.63197,0.10995,1.5633,3.8899,0.068639,0.027615,53.607,6.8088,0.062266,0.013523,1.2897,10.26,0.80765,0.010953,0.84952,0.057464,0.010953,155.76,65.47,0.086825,2.0755,90.64,-0.097209,-0.078732,3.1326,0.18064,0.14687,2.4123,2.5267,3877.8,0.0038481,0.034391,0.99615,0.047391,4.0425,5.575,53.401,6.8351,3.8626,0
0.058474,0.34552,0.36371,2.0596,39.639,0.051703,0.060646,1.84,1.013,0.63578,0.060646,0.17667,0.061158,0.060646,1485.6,0.24569,2.8942,0.060646,0.04369,46.285,1.9348,0.017489,0.042126,0.055774,0.63578,0.23941,0.12763,1.2412,5.3557,0.010508,0.04369,91.437,3.9918,0.050616,0.017489,1.4315,234.93,0.63804,0.012599,1.0791,0.27218,0.012599,88.496,42.212,0.33221,1.5468,46.887,-0.0067583,-0.0048688,2.0461,0.34326,0.25051,2.1697,2.1774,82506.0,0.012854,0.091973,0.98715,0.0035548,7.886,8.6469,90.262,4.0438,4.737,0
-0.024532,1.3933,-0.22067,0.78708,-84.014,-0.14689,-0.024532,-0.42049,1.0476,-0.58587,-0.024532,-0.02367,-0.0028611,-0.024532,-84870.0,-0.0043007,0.71772,-0.024532,-0.011713,42.013,1.1388,0.08185,-0.011713,-0.14689,-0.58587,-0.0043007,0.4094,-1.1976,5.3231,0.6195,-0.011713,189.21,1.929,0.058746,0.08185,2.0976,1.6102,-0.22898,0.039081,0.092934,0.45629,0.039081,125.38,83.365,-0.10176,0.55448,44.012,0.06331,0.030229,0.58548,1.0364,0.5184,-3.1797,-1.2428,-46438.0,0.045413,0.041873,0.95459,-0.60916,8.6877,4.3783,180.62,2.0208,11.367,0
0.077332,0.59812,0.36176,2.1967,73.97,0.018256,0.12145,0.64679,1.1097,0.38686,0.12145,0.40177,0.11633,0.12145,971.96,0.37553,1.6719,0.12145,0.0629,4.579,1.2257,0.14146,0.040052,0.059245,0.38686,0.30177,0.81302,1.0768,4.1366,0.29385,0.0629,63.414,5.7558,0.2365,0.14146,1.9362,2.1627,0.68269,0.073263,0.10581,0.080386,0.073263,119.48,114.9,3.1926,2.1166,5.0814,0.038293,0.019833,1.1102,0.30228,0.17374,1.1515,2.0321,4954.2,0.098879,0.1999,0.90112,0.76472,79.712,3.1765,57.144,6.3874,5.7471,0
-0.03559,0.95858,-0.23505,0.74953,-116.67,-0.29008,-0.033935,-0.059735,1.0096,-0.057261,-0.033935,-0.036161,-0.0016469,-0.033935,-114390.0,-0.0031909,1.0432,-0.033935,-0.018272,67.833,2.4818,0.048339,-0.019163,-0.28843,-0.057261,-0.0049172,0.26278,-0.79245,4.4025,0.4532,-0.018272,186.21,1.9602,0.050427,0.048339,1.9755,17.783,-0.037116,0.026027,0.1309,0.39784,0.026027,114.09,46.262,-0.10311,0.38174,68.487,0.017462,0.0094024,0.73378,0.93844,0.51016,-0.19305,-0.12513,-5938.6,0.0095505,0.62154,0.99045,-0.35181,5.3809,7.8898,184.43,1.9791,6.2615,0
0.09432,0.6065,0.24452,1.4167,20.057,0.18215,0.11983,0.60792,1.0629,0.3687,0.11983,0.20421,0.079251,0.11983,1437.5,0.25391,1.6488,0.11983,0.06167,26.565,0.97644,0.11696,0.04854,0.23731,0.3687,0.21184,0.63978,1.4497,4.1654,0.24427,0.06167,117.16,3.1154,0.19285,0.11696,2.0283,35.062,0.38838,0.060193,0.23003,0.13194,0.060193,130.8,104.24,0.66693,1.1757,28.236,0.082801,0.042612,1.3707,0.58682,0.32099,2.186,2.3027,3578.9,0.05916,0.25582,0.94084,0.053368,13.74,3.5016,110.23,3.3113,11.521,0
0.02417,0.70033,0.081953,1.1645,-77.187,0.059691,0.028889,0.34071,0.98144,0.23861,0.028889,0.057991,0.06547,0.028889,3756.0,0.097179,1.4279,0.028889,0.027791,102.26,0.97544,0.059554,0.023251,0.079611,0.23861,0.09044,0.56227,0.19519,4.16,0.63775,0.027791,171.68,2.1261,0.085038,0.059554,1.1596,1.429,0.44076,0.05729,0.09389,0.23323,0.05729,187.27,85.01,0.082989,0.57988,100.37,0.020387,0.019612,0.82837,0.49818,0.47034,0.56828,1.0497,1184.5,-0.01891,0.1013,1.0189,0.84721,3.5692,4.2936,174.92,2.0866,2.4758,0
0.16415,0.54577,0.15878,1.3313,-12.72,0.22819,0.20319,0.7972,1.1756,0.43509,0.20319,0.42394,0.15617,0.20319,894.45,0.40807,1.8323,0.20319,0.14248,34.956,1.4296,0.22617,0.1151,0.28384,0.43509,0.33654,1.8644,0.4387,4.2991,0.31757,0.14248,144.21,2.531,0.41441,0.22617,1.4659,7.5435,0.50157,0.15859,0.32807,0.073029,0.15859,123.06,88.106,1.2018,1.0463,41.095,0.20665,0.1449,1.1691,0.47929,0.3951,1.2021,1.3858,3161.7,0.14938,0.37727,0.85062,0.1528,10.442,4.1427,122.67,2.9755,3.9404,0
0.16415,0.54577,0.15878,1.3313,-12.72,0.22819,0.20319,0.7972,1.1756,0.43509,0.20319,0.42394,0.15617,0.20319,894.45,0.40807,1.8323,0.20319,0.14248,34.956,1.4296,0.22617,0.1151,0.28384,0.43509,0.33654,1.8644,0.4387,4.2991,0.31757,0.14248,144.21,2.531,0.41441,0.22617,1.4659,7.5435,0.50157,0.15859,0.32807,0.073029,0.15859,123.06,88.106,1.2018,1.0463,41.095,0.20665,0.1449,1.1691,0.47929,0.3951,1.2021,1.3858,3161.7,0.14938,0.37727,0.85062,0.1528,10.442,4.1427,122.67,2.9755,3.9404,0
0.0013109,0.31803,0.21712,2.2452,-6.4029,-0.0035057,0.00054483,1.9452,1.0014,0.61864,0.00054483,0.0031247,0.033471,0.00054483,2809.1,0.12993,3.1444,0.00054483,0.0004413,68.088,0.93647,0.0066317,0.0010618,0.0031915,0.61864,0.13234,0.053791,0.35681,4.9569,0.24894,0.0004413,51.623,7.0706,0.020852,0.0066317,1.2702,1.1219,0.7623,0.0053715,0.10732,0.22054,0.0053715,110.21,42.12,0.0056922,0.9244,68.185,-0.034146,-0.027658,1.231,0.17436,0.14143,1.0166,1.2527,19663.0,0.0014173,0.0021191,0.99858,0.23223,5.3607,8.6657,51.549,7.0806,2.0289,0
0.017677,0.76494,0.12668,1.2092,-12.203,0.12246,0.025274,0.29748,1.0461,0.22755,0.025274,0.041733,0.031581,0.025274,4487.5,0.081337,1.3073,0.025274,0.012829,34.931,0.98965,0.087093,0.0089726,0.15735,0.22755,0.071406,0.46244,0.47321,4.7007,0.38628,0.012829,117.37,3.1099,0.11386,0.087093,1.9735,3.4126,0.38688,0.044207,0.007673,0.20275,0.044207,134.81,99.878,0.093757,0.89786,36.54,0.05015,0.025455,0.95732,0.6056,0.32156,0.84998,1.4451,6360.1,0.044037,0.077684,0.95596,0.70021,10.449,3.6544,112.2,3.2531,7.3591,0
0.019361,0.45504,0.29006,1.7148,59.664,0.067697,0.027985,1.1976,1.0582,0.54496,0.027985,0.06896,0.076027,0.027985,1935.8,0.18856,2.1976,0.027985,0.024797,30.783,1.8255,0.022012,0.017156,0.083333,0.54496,0.1696,0.2064,0.95377,4.7753,0.34068,0.024797,138.89,2.628,0.048374,0.022012,1.1473,12.203,0.59419,0.019505,0.24219,0.18741,0.019505,193.28,162.49,0.20342,1.4802,32.574,-0.035803,-0.031725,1.5293,0.40581,0.38051,1.7919,1.9538,17289.0,0.054991,0.035527,0.94501,0.090327,11.857,2.2462,131.25,2.781,3.7108,0
0.013198,0.4227,0.33522,2.5807,22.155,0.0,0.017536,1.3657,0.94814,0.5773,0.079117,0.082686,0.05182,0.017536,3140.2,0.11623,2.3657,0.017536,0.018495,103.97,0.85743,0.076608,0.01392,0.0,0.56646,0.10597,1.244,0.7405,5.0599,0.44582,0.018495,117.95,3.2934,1.6524,0.29187,0.94814,1.4213,0.77234,0.30783,0.12586,0.13022,0.080798,200.42,96.442,0.048865,1.3071,141.14,0.045012,0.047474,1.2948,0.21208,0.30363,1.2752,1.7061,2.5807,0.30783,0.022861,0.79087,0.33785,3.5105,3.7847,81.643,4.4707,2.0944,0
0.030149,0.46532,0.038957,1.1263,-82.038,0.0052006,0.042629,1.0219,1.0041,0.4755,0.042629,0.1382,0.10121,0.042629,2064.8,0.17677,2.1491,0.042629,0.052456,93.238,1.0277,0.086678,0.037098,0.018868,0.4755,0.14995,1.071,0.059697,4.1795,0.56789,0.052456,139.12,2.6237,0.18628,0.086678,0.91584,0.8915,0.63235,0.10666,0.0343,0.12112,0.10666,151.29,58.051,0.14523,0.45331,93.623,0.047053,0.0579,0.74664,0.30847,0.38114,0.72866,0.96901,588.93,0.004104,0.063403,0.9959,0.32986,3.9147,6.2876,138.54,2.6345,1.2453,0
-0.020084,0.68155,0.12191,1.2306,-143.46,0.054814,-0.021503,0.41135,1.0907,0.28036,-0.021503,-0.04068,-0.011557,-0.021503,-31261.0,-0.011676,1.4672,-0.021503,-0.031228,194.34,0.99242,0.048126,-0.029168,0.070645,0.28036,-0.0095942,0.7623,0.34881,4.5165,0.96573,-0.031228,305.6,1.1944,0.070612,0.048126,0.73267,1.8559,0.43332,0.069892,0.034152,0.36333,0.069892,335.25,140.91,-0.054783,0.53706,211.96,0.03458,0.050221,0.95444,0.52858,0.83727,0.80215,1.2398,4004.8,0.083145,-0.071638,0.91685,0.54561,1.8782,2.5903,280.19,1.3027,1.9701,0
0.15045,0.119,0.57313,5.8174,151.57,0.26054,0.19096,7.2234,1.2009,0.8596,0.19096,1.6051,0.23047,0.19096,168.2,2.17,8.4032,0.19096,0.17043,60.469,0.84158,0.17191,0.13427,0.33108,0.8596,1.8295,1.8425,1.8615,4.0175,-0.15361,0.17043,46.543,7.8422,1.4446,0.17191,1.1712,16477.0,0.85963,0.15342,2.6404,0.016358,0.15342,123.12,62.656,0.81049,4.2571,72.62,0.10463,0.093384,5.8159,0.11897,0.12752,2.7919,2.792,5966.5,0.16732,0.17502,0.83268,3.5759e-05,6.0361,5.8255,38.756,9.418,3.6392,0
0.020438,0.66564,-0.012162,0.98171,-18.383,0.062338,0.016665,0.47956,1.0076,0.31921,0.016665,0.02506,0.0097347,0.016665,6806.9,0.053622,1.5023,0.016665,0.0045452,17.038,1.2106,0.02487,0.0055742,0.050331,0.31921,0.05929,0.068346,-0.035035,5.2805,0.18076,0.0045452,66.706,5.4718,0.037362,0.02487,3.6727,771.1,0.31984,0.0067829,0.0066078,0.49853,0.0067829,64.553,47.515,0.11941,0.72434,17.168,0.0058422,0.0015934,0.98079,0.66502,0.18276,0.91953,0.92133,-2320.0,0.0075671,0.064027,0.99243,0.001957,21.422,7.6818,66.201,5.5135,10.562,0
-0.15655,0.15513,0.40961,3.7022,-11.992,-0.22784,-0.1563,5.4326,0.8776,0.84275,-0.1563,-1.0311,-0.12648,-0.1563,-436.45,-0.83629,6.4462,-0.1563,-0.15237,149.52,0.8058,-0.16159,-0.15262,-0.22794,0.84275,-0.83794,-1.3825,0.93347,4.0437,0.090961,-0.15237,47.337,7.7107,-1.0417,-0.16159,1.0365,39.763,0.8463,-0.15753,0.58912,-0.037771,-0.15753,167.91,18.399,-0.37258,0.93023,131.22,-0.18815,-0.18343,3.6176,0.15158,0.12969,1.9206,1.9286,4530.2,-0.13947,-0.18576,1.1395,0.0042079,2.4412,19.838,53.938,6.767,2.3376,0
-0.089761,0.60218,0.13502,1.3547,-47.336,0.13984,-0.10925,0.64837,1.0021,0.39044,-0.10925,-0.28703,-0.033068,-0.10925,-3912.8,-0.093284,1.6606,-0.10925,-0.064315,74.853,0.85055,-0.021648,-0.052839,0.17636,0.39044,-0.060912,-0.12771,0.27877,4.2308,0.35177,-0.064315,81.958,4.4535,-0.03595,-0.021648,1.7283,0.75506,0.61199,-0.012744,0.018853,0.62986,-0.012744,109.25,34.401,-0.25766,0.43948,75.011,-0.074729,-0.04399,0.85631,0.38064,0.22454,0.80612,1.2635,2297.4,0.0021129,-0.2299,0.99789,0.56743,4.8762,10.61,81.785,4.4629,3.5073,0
-0.041306,0.28236,0.50427,2.7957,60.444,0.1398,-0.060289,2.4956,0.98267,0.70466,-0.060289,-0.21469,-0.022828,-0.060289,-2468.7,-0.14785,3.5415,-0.060289,-0.032966,38.189,1.0584,-0.054873,-0.022586,0.11499,0.70466,-0.080624,-0.29484,2.3464,4.7463,0.10697,-0.032966,55.076,6.6272,-0.19433,-0.054873,1.876,385.5,0.7062,-0.030004,0.32154,-0.25551,-0.030004,138.67,100.48,-0.21587,2.1143,37.527,-0.073414,-0.040142,2.7804,0.28082,0.15089,3.2788,3.286,28114.0,-0.017631,-0.058619,1.0176,0.0021858,9.5578,3.6326,56.047,6.5124,8.5097,0
0.12451,0.26362,0.59379,3.2692,84.712,0.20729,0.16931,2.5561,1.1916,0.67384,0.16931,0.64706,0.13796,0.16931,489.5,0.74566,3.7934,0.16931,0.11883,81.018,1.3298,0.15173,0.087385,0.28516,0.67384,0.57571,1.269,4.1079,4.1519,-0.017473,0.11883,79.877,4.5696,0.57559,0.15173,1.4581,276.78,0.67579,0.10649,1.1124,0.048421,0.10649,144.57,63.556,0.39369,2.0606,96.543,0.12448,0.087364,3.2451,0.26167,0.21884,4.6617,4.6752,8425.0,0.16081,0.18478,0.83919,0.002891,4.5052,5.7429,67.031,5.4452,9.8572,0
0.3162,0.63921,-0.03155,0.94841,-60.572,0.58473,0.3162,0.56444,1.3268,0.36079,0.3162,0.51708,0.24986,0.3162,680.86,0.53609,1.5644,0.3162,0.23056,32.738,0.98636,0.32658,0.23056,0.58473,0.36079,0.53609,3.1594,-0.075116,4.1737,0.43381,0.23056,215.94,1.6903,0.51091,0.32658,1.3788,16.509,0.38847,0.23813,0.096765,0.059525,0.23813,138.61,105.87,2.5706,0.74726,43.435,0.30011,0.21883,0.90734,0.61153,0.5916,0.85898,0.92488,-470.66,0.24629,0.87641,0.75371,0.076719,11.149,3.4476,162.75,2.2427,3.2651,0
-0.2308,0.93251,-0.088764,0.90432,-184.71,-0.38587,-0.2308,0.057321,1.0239,0.053452,-0.2308,-0.24878,-0.19213,-0.2308,-1777.2,-0.20538,1.0724,-0.2308,-0.23154,135.89,1.1268,0.022292,-0.23154,-0.38252,0.053452,-0.20538,0.22899,-0.55117,4.0702,0.75989,-0.23154,347.84,1.0493,0.023906,0.022292,1.0255,97.626,0.058245,0.022364,0.20968,0.49788,0.022364,235.97,100.09,-0.62194,0.50431,139.14,-0.016992,-0.017047,0.89967,0.92772,0.95297,0.33191,0.36166,-1043.4,0.02337,-4.3179,0.97663,0.089656,2.6861,3.6468,339.71,1.0745,6.1895,0
-0.0027807,0.3423,0.17797,1.5256,-24.021,0.21636,-0.0046854,1.9214,0.95991,0.6577,-0.0046854,-0.013838,0.0052526,-0.0046854,23386.0,0.015608,2.9214,-0.0046854,-0.0046066,26.311,0.8273,0.0049234,-0.002734,0.20543,0.6577,0.021172,0.046466,0.36812,5.0212,0.32633,-0.0046066,116.63,3.1295,0.014383,0.0049234,1.1252,119.34,0.66142,0.0048406,0.54661,0.75269,0.0048406,118.96,92.644,-0.037927,1.3091,25.256,-0.0051044,-0.0050185,1.5091,0.33858,0.31954,1.3604,1.3681,18688.0,-0.041768,-0.004228,1.0418,0.0056469,13.872,3.9398,121.5,3.004,2.1038,0
-0.029643,0.84608,0.17579,1.5017,2.219,0.13677,-0.006995,0.18192,1.0219,0.15392,-0.006995,-0.019965,0.017095,-0.006995,9048.8,0.040337,1.1819,-0.006995,-0.0035038,29.985,0.9489,0.040897,-0.014848,0.13473,0.15392,0.013569,0.20935,0.371,5.2897,0.41843,-0.0035038,65.462,5.5757,0.048337,0.040897,2.0166,0.73059,0.64963,0.020486,0.030613,0.33914,0.020486,94.238,64.253,-0.18074,1.0336,30.642,-0.00022581,-0.00011311,0.62188,0.35037,0.17935,0.32483,1.371,34254.0,0.021447,-0.19259,0.97855,3.2207,12.173,5.6807,64.058,5.6979,4.2133,0
-0.028354,0.60483,0.31668,1.7671,-19.846,0.0051724,-0.030109,0.6112,1.0113,0.36967,-0.030109,-0.072932,0.0024637,-0.030109,30689.0,0.011893,1.6534,-0.030109,-0.010312,58.71,0.93511,0.035009,-0.0097111,0.017959,0.36967,0.014795,0.12126,1.1708,4.3528,0.20286,-0.010312,52.194,6.9932,0.057883,0.035009,2.9233,1.3535,0.56166,0.01199,0.040354,0.27499,0.01199,89.115,30.404,-0.060374,0.62949,59.376,-0.0022931,-0.00078537,1.2062,0.41283,0.143,1.3667,2.0765,7135.8,0.011205,-0.076701,0.9888,0.51937,6.217,12.005,51.609,7.0724,10.794,0
0.032261,0.26938,0.28421,2.3062,19.683,0.31737,0.04021,2.6891,1.1172,0.72439,0.04021,0.1848,0.078347,0.04021,1092.8,0.33401,3.7122,0.04021,0.035013,72.401,0.9644,0.13139,0.028092,0.39278,0.72439,0.3045,1.2782,0.57046,4.2528,0.17428,0.035013,77.259,4.7244,0.48776,0.13139,1.1791,5.2897,0.77619,0.11441,0.33163,0.048887,0.11441,136.55,64.149,0.14162,1.2593,80.886,0.081629,0.07108,1.8628,0.21758,0.21167,1.454,1.558,5086.2,0.1049,0.044535,0.8951,0.071505,5.0414,5.6899,69.154,5.2781,2.3051,0
0.053536,0.52522,0.40249,1.9157,218.52,0.2354,0.053536,0.66043,1.1918,0.34687,0.053536,0.1218,0.12286,0.053536,3038.1,0.12014,1.904,0.053536,0.10423,102.92,0.81269,0.074741,0.10423,0.2354,0.34687,0.12014,1.7343,2.548,4.8156,0.94227,0.10423,372.27,0.98047,0.1423,0.074741,0.51918,8.1378,0.43255,0.14552,0.098154,0.20482,0.14552,567.73,464.82,0.36968,1.5862,122.65,0.065177,0.1269,1.6032,0.43954,1.0199,2.1959,2.7383,26323.0,0.16093,0.15434,0.83907,0.247,3.5466,0.78525,312.36,1.1685,3.2515,0
-0.056038,0.64546,0.09065,1.2156,-30.85,-0.12667,-0.067352,0.53175,1.0228,0.34322,-0.067352,-0.16018,0.006588,-0.067352,23858.0,0.015299,1.5493,-0.067352,-0.044934,48.863,1.0125,0.045191,-0.037386,-0.15176,0.34322,0.032828,0.30836,0.18542,4.7004,0.42184,-0.044934,104.72,3.4855,0.070014,0.045191,1.5257,1.3799,0.56821,0.030149,0.052606,0.17334,0.030149,119.08,70.214,-0.27927,0.73837,49.975,-0.032036,-0.021373,0.79188,0.42047,0.28691,0.70206,1.1623,4547.6,0.022262,-0.16327,0.97774,0.65551,7.4699,5.1984,102.39,3.5648,3.066,0
0.071386,0.57855,0.1496,1.2858,-0.92875,0.18601,0.072564,0.65677,1.0651,0.37997,0.072564,0.13861,0.072321,0.072564,2565.5,0.14227,1.7285,0.072564,0.063756,47.555,0.61501,0.14038,0.062722,0.24129,0.37997,0.14024,1.3138,0.45766,4.5125,0.45166,0.063756,178.83,2.041,0.24264,0.14038,1.2215,9.538,0.435,0.12334,0.13093,0.1267,0.12334,193.89,146.33,0.48141,1.0025,50.653,0.13063,0.11478,1.1635,0.52353,0.48995,1.1624,1.3308,4869.4,0.06116,0.18787,0.93884,0.14482,7.6753,2.4943,167.89,2.174,3.4819,0
0.15937,0.25363,0.52688,4.1866,95.975,0.42544,0.20192,2.8309,1.2157,0.71799,0.20192,1.2212,0.21134,0.20192,364.69,1.0009,3.9428,0.20192,0.1681,83.417,1.0906,0.20764,0.13268,0.53438,0.71799,0.83313,2.1016,1.7119,4.8119,0.20204,0.1681,61.081,5.9756,0.81869,0.20764,1.2077,4.7315,0.80627,0.17287,0.083223,0.032124,0.17287,206.17,122.75,0.58058,2.5264,101.41,0.15571,0.12964,2.7293,0.16534,0.16735,2.3328,2.6197,34168.0,0.17743,0.22197,0.12964,0.12296,4.3756,2.9735,50.244,7.2646,3.9027,0
0.010944,0.1351,0.26696,2.9852,31.575,0.04157,0.014009,6.233,1.0041,0.84207,0.014009,0.10417,0.069008,0.014009,530.45,0.6881,7.402,0.014009,0.010399,41.595,0.75864,-0.01163,0.008124,0.028382,0.84207,0.66541,-0.086689,0.44601,4.9663,0.02217,0.010399,36.586,9.9764,-0.086086,-0.01163,1.3779,398.99,0.84269,-0.0086334,0.80265,0.065975,-0.0086334,79.525,37.93,0.071289,1.8436,41.766,-0.090582,-0.067242,2.9715,0.13448,0.10024,1.4068,1.4079,24704.0,0.0040985,0.012996,0.9959,0.00073792,8.7751,9.623,36.437,10.017,2.2506,0
-0.14553,0.92265,0.15504,1.4998,-13.77,-0.4314,-0.14553,0.025811,0.92336,0.023814,-0.14553,-0.46912,-0.039717,-0.14553,-4803.6,-0.075984,1.0838,-0.14553,-0.082448,45.808,0.67081,-0.043529,-0.082448,-0.4314,0.023814,-0.075984,-0.2277,0.28995,4.6178,0.50749,-0.082448,59.233,6.1621,-0.047178,-0.043529,1.8816,0.398,0.63624,-0.02466,0.098635,0.95095,-0.02466,89.882,44.073,-0.65695,0.78568,42.298,-0.11896,-0.067392,0.50428,0.31023,0.16228,0.044536,1.1898,6430.1,-0.083005,-6.1112,1.083,25.716,7.968,8.2816,64.15,5.6898,3.3011,0
0.10034,0.30421,0.28316,2.7684,66.559,0.13556,0.12505,2.1433,1.0973,0.65202,0.12505,0.78093,0.22034,0.12505,408.53,0.89344,3.2872,0.12505,0.10137,29.948,1.0917,0.12773,0.081341,0.16927,0.65202,0.81221,1.1362,0.50862,4.2216,0.16768,0.10137,51.99,7.0206,0.41986,0.12773,1.2853,2.3741,0.79611,0.10355,0.61583,0.036439,0.10355,101.99,72.042,0.99137,2.1363,32.861,-0.019022,-0.015421,1.4572,0.16012,0.14244,1.1712,1.43,4716.5,0.08865,0.15388,0.91135,0.22098,12.188,5.0665,47.381,7.7035,2.2157,0
0.030267,0.37785,0.16956,1.4521,-23.217,0.26542,0.047443,1.5689,1.0808,0.59281,0.047443,0.12651,0.069692,0.047443,1073.3,0.34009,2.6466,0.047443,0.02573,47.699,1.0222,0.091054,0.016415,0.34912,0.59281,0.29463,0.53375,0.37233,6.3158,0.19552,0.02573,80.239,4.5489,0.24098,0.091054,1.8537,107.34,0.59564,0.049382,0.13527,0.072176,0.049382,97.761,50.062,0.12561,0.80962,51.555,0.0099946,0.0054205,1.4413,0.37502,0.21983,1.3017,1.3079,350830.0,0.074796,0.051057,0.9252,0.0047714,7.6521,7.2909,74.237,4.9167,4.0487,0
-0.020138,0.22818,0.16116,1.9016,-8.933,0.17534,-0.02426,3.2665,1.0276,0.74533,-0.02426,-0.13572,0.056012,-0.02426,945.13,0.38619,4.3826,-0.02426,-0.01542,45.489,1.1769,0.038082,-0.0128,0.2152,0.74533,0.40426,0.24876,0.24414,5.1081,0.10201,-0.01542,42.617,8.5647,0.1669,0.038082,1.5808,2.91,0.79476,0.024207,0.38029,0.049858,0.024207,63.09,17.601,-0.10271,0.80471,46.746,-0.074297,-0.047226,1.4897,0.17875,0.11676,1.1291,1.204,20669.0,0.026892,-0.027019,0.97311,0.066318,8.0239,20.738,41.471,8.8014,2.3833,0
0.18982,0.51468,0.34832,1.697,6.3951,0.42805,0.18982,0.89084,1.0986,0.4585,0.18982,0.37983,0.091971,0.18982,922.93,0.39548,1.943,0.18982,0.085771,50.738,1.0926,0.19982,0.085771,0.42805,0.4585,0.39548,0.99189,2.2929,4.175,0.23016,0.085771,90.547,4.031,0.38825,0.19982,2.2188,36.236,0.47341,0.090289,0.020862,0.079239,0.090289,138.15,87.412,0.61702,1.0814,55.74,0.1861,0.084089,1.6478,0.49976,0.24808,3.0181,3.1163,5211.4,0.089727,0.41401,0.91027,0.032529,7.1938,4.1756,82.423,4.4284,14.568,0
0.24071,0.1809,0.58323,5.5981,109.35,0.38313,0.24071,4.4666,1.2246,0.808,0.24071,1.8977,0.18883,0.24071,239.42,1.5245,5.528,0.24071,0.16482,57.521,1.1441,0.22414,0.16482,0.38313,0.808,1.5245,1.8793,2.0117,4.1539,0.040187,0.16482,38.82,9.4025,1.239,0.22414,1.481,8.8787,0.86205,0.15347,0.97512,0.022944,0.15347,146.55,89.031,1.0459,3.7836,70.437,0.18906,0.12946,3.9253,0.12684,0.10636,2.7869,2.9734,8313.4,0.18338,0.29791,0.81662,0.066898,6.3455,4.0997,31.701,11.514,5.0374,0
0.058466,0.36404,0.23109,1.6452,18.902,0.19461,0.076652,1.6753,1.0644,0.60986,0.076652,0.21401,0.055645,0.076652,1187.1,0.30747,2.7469,0.076652,0.038106,23.508,0.9572,0.11778,0.029065,0.25679,0.60986,0.25752,0.62323,0.56261,4.4941,0.16734,0.038106,69.178,5.2762,0.32352,0.11778,2.0181,78.271,0.61574,0.05855,0.088178,0.078196,0.05855,101.19,77.683,0.45129,1.2835,25.022,0.082494,0.04101,1.6187,0.35817,0.18953,1.4848,1.4991,7208.2,0.06054,0.095868,0.93946,0.0096303,15.527,4.6986,64.99,5.6162,4.8973,0
